X1,X2,Y,X3
2,7,108799,156
1,13,135378,124
2,22,183530,840
1,18,150901,826
2,4,82697,826
1,26,194638,826
2,12,130356,36
1,18,152560,36
2,9,121432,124
1,2,63789,124
2,23,183690,156
1,16,151310,36
2,6,100358,124
1,15,148437,826
2,22,168691,36
1,1,50000,840
2,5,100000,36
1,2,60000,124
2,6,90000,840
1,3,70000,840
1,12,170000,36
2,8,130000,124
1,1,50000,156
2,7,120000,36
1,4,80000,36
2,16,200000,124
1,8,100000,840
2,2,55000,124
1,12,170000,840
2,5,90000,124
1,4,80000,36
1,14,180000,36
1,2,60000,840
2,9,120000,36
2,3,70000,124
1,18,210000,826
1,9,140000,124
2,1,50000,36
1,7,110000,124
2,2,60000,36
1,11,160000,826
1,4,75000,156
2,16,200000,36
1,8,100000,840
2,2,55000,826
1,12,170000,124
2,5,90000,840
1,4,80000,36
1,14,180000,826
1,2,60000,840
2,9,120000,36
2,3,70000,36
1,18,210000,124
1,9,140000,124
2,1,50000,826
1,7,110000,36
2,2,60000,826
1,11,160000,826
1,4,75000,156
2,16,200000,156
1,8,100000,826
2,2,55000,826
1,12,170000,36
2,5,90000,840
1,4,80000,124
1,14,180000,36
1,2,60000,36
2,9,120000,840
2,3,70000,156
1,18,210000,826
1,9,140000,840
2,1,50000,156
1,7,110000,124
2,2,60000,156
1,11,160000,124
1,4,75000,826
2,16,200000,840
1,8,100000,124
2,2,55000,840
1,12,170000,124
2,5,90000,840
1,4,80000,156
1,14,180000,840
1,2,60000,36
2,9,120000,826
2,3,70000,826
1,18,210000,36
1,9,140000,36
2,1,50000,826
1,7,110000,124
2,2,60000,840
1,11,160000,156
1,4,75000,124
2,16,200000,826
1,8,100000,36
2,2,55000,156
1,12,170000,124
2,5,90000,840
1,4,80000,156
1,14,180000,840
1,2,60000,840
2,9,120000,840
2,3,70000,826
1,18,210000,826
1,9,140000,826
2,1,50000,156
1,7,110000,124
2,2,60000,840
1,11,160000,124
1,4,75000,156
2,16,200000,124
1,8,100000,124
2,2,55000,124
1,12,170000,36
2,5,90000,36
1,4,80000,826
1,14,180000,124
1,2,60000,156
2,9,120000,124
2,3,70000,124
1,18,210000,840
1,9,140000,826
2,1,50000,840
1,7,110000,840
2,2,60000,826
1,11,160000,156
1,4,75000,36
2,16,200000,36
1,8,100000,124
2,2,55000,36
1,12,170000,124
2,5,90000,840
1,4,80000,840
1,14,180000,124
1,2,60000,36
2,9,120000,124
2,3,70000,826
1,18,210000,840
1,9,140000,826
2,4,80000,840
1,3,70000,826
1,14,180000,840
1,2,60000,840
2,9,120000,826
2,3,70000,840
1,18,210000,826
1,9,140000,156
2,1,50000,124
1,7,110000,840
2,2,60000,124
1,11,160000,826
1,4,75000,826
2,16,200000,36
1,8,100000,36
2,2,55000,36
1,12,170000,826
2,5,90000,156
1,4,80000,124
1,14,180000,36
1,2,60000,826
2,9,120000,36
2,3,70000,840
1,18,210000,36
1,9,140000,36
2,1,50000,36
1,7,110000,156
2,2,60000,826
1,11,160000,826
1,4,75000,840
2,16,200000,156
1,8,100000,840
2,2,55000,826
1,12,170000,36
2,5,90000,840
1,4,80000,124
1,14,180000,36
1,2,60000,36
2,9,120000,156
2,3,70000,36
1,18,210000,840
1,9,140000,156
2,1,50000,124
1,7,110000,36
2,2,60000,156
1,11,160000,156
1,4,75000,124
2,16,200000,826
1,8,100000,826
2,2,55000,124
1,12,170000,840
2,5,90000,124
1,4,80000,840
1,14,180000,826
1,2,60000,826
2,9,120000,840
2,3,70000,840
1,18,210000,156
1,9,140000,840
2,1,50000,124
1,7,110000,124
2,2,60000,124
1,11,160000,124
1,4,75000,36
2,16,200000,124
1,8,100000,36
2,2,55000,826
1,12,170000,124
2,5,90000,36
1,4,80000,826
1,14,180000,826
1,2,60000,36
2,9,120000,826
2,3,70000,36
1,18,210000,124
1,9,140000,124
2,1,50000,826
1,7,110000,826
2,2,60000,156
1,11,160000,840
1,4,75000,840
2,16,200000,156
1,8,100000,840
2,2,55000,36
1,12,170000,156
2,5,90000,840
1,4,80000,840
1,14,180000,36
1,2,60000,124
2,9,120000,156
2,3,70000,36
1,18,210000,124
1,9,140000,826
2,1,50000,36
1,7,110000,36
2,2,60000,840
1,11,160000,36
1,4,75000,840
2,16,200000,840
1,8,100000,156
2,2,55000,36
1,12,170000,826
2,5,90000,124
1,4,80000,156
1,14,180000,840
1,2,60000,826
2,9,120000,156
2,3,70000,124
1,18,210000,124
1,9,140000,36
2,1,50000,156
1,7,110000,840
2,2,60000,826
1,11,160000,840
1,4,75000,156
2,16,200000,124
1,8,100000,840
2,2,55000,124
1,12,170000,156
2,5,90000,840
1,4,80000,124
1,14,180000,840
1,2,60000,156
2,9,120000,840
1,5,80000,826
2,4,60000,124
1,2,50000,156
2,18,160000,124
1,9,120000,36
2,0,40000,840
1,10,100000,36
2,4,75000,124
1,16,140000,36
2,2,50000,36
1,11,110000,826
2,1,45000,840
1,4,55000,826
2,13,130000,840
1,2,50000,156
2,7,80000,840
1,2,45000,156
2,1,32000,840
1,12,120000,840
2,4,65000,840
1,8,95000,156
2,5,80000,840
2,3,38000,124
1,10,110000,124
2,2,45000,840
1,7,89000,124
1,1,32000,840
2,5,70000,826
1,15,150000,36
2,1,40000,36
2,9,105000,36
1,4,65000,840
2,14,140000,826
1,3,50000,36
2,2,35000,840
1,11,115000,156
2,5,70000,36
1,6,80000,840
2,1,30000,36
1,13,135000,124
2,1,40000,36
1,10,105000,840
1,2,35000,124
2,12,120000,156
1,3,55000,826
2,2,45000,124
1,14,140000,124
2,3,55000,36
1,11,115000,36
2,4,70000,124
1,3,38000,36
2,13,135000,156
1,2,45000,124
2,7,85000,124
1,1,32000,840
2,15,150000,826
1,4,65000,124
2,1,32000,840
1,12,120000,826
2,1,40000,36
1,9,95000,156
1,2,35000,840
2,14,140000,36
1,3,55000,156
2,6,80000,156
1,13,135000,826
2,2,45000,124
1,8,95000,840
2,1,32000,826
1,5,70000,156
2,12,120000,124
1,4,70000,124
2,7,85000,840
1,2,33000,36
2,15,150000,36
1,3,50000,826
2,1,32000,826
1,11,115000,826
2,1,40000,36
1,10,105000,826
1,2,35000,826
2,13,135000,156
1,4,65000,826
2,6,80000,36
1,14,140000,840
2,2,45000,156
1,8,95000,826
2,1,32000,124
1,5,70000,826
2,12,120000,124
1,4,70000,156
2,7,85000,826
1,2,33000,36
2,15,150000,826
1,3,50000,36
2,1,32000,156
1,11,115000,124
2,1,40000,840
1,10,105000,36
1,2,35000,124
2,13,135000,826
1,4,65000,124
2,6,80000,36
1,14,140000,826
2,2,45000,156
1,8,95000,826
2,1,32000,36
1,5,70000,826
2,12,120000,36
1,4,70000,826
2,7,85000,36
1,2,33000,840
2,15,150000,124
1,3,50000,156
2,1,32000,840
1,11,115000,156
2,1,40000,156
1,10,105000,36
1,2,35000,36
2,13,135000,826
1,4,65000,124
2,6,80000,36
1,14,140000,840
2,2,45000,36
1,8,95000,840
2,1,32000,156
1,5,70000,124
2,12,120000,156
1,4,70000,124
2,7,85000,840
1,2,33000,826
2,15,150000,826
1,3,50000,36
2,1,32000,124
1,11,115000,124
1,2,45000,156
2,1,32000,156
1,12,120000,124
2,4,65000,156
1,8,95000,826
2,5,80000,826
2,3,38000,826
1,10,110000,826
2,2,45000,840
1,7,89000,826
1,1,32000,36
2,5,70000,36
1,15,150000,826
2,1,40000,124
2,9,105000,156
1,4,65000,36
2,14,140000,156
1,3,50000,840
2,2,35000,826
1,11,115000,840
2,5,70000,36
1,6,80000,36
2,1,30000,156
1,13,135000,840
2,1,40000,840
1,10,105000,826
1,2,35000,156
2,12,120000,36
1,3,55000,124
2,2,45000,840
1,14,140000,826
2,3,55000,124
1,11,115000,156
2,4,70000,840
1,3,38000,156
2,13,135000,840
1,2,45000,124
2,7,85000,826
1,1,32000,156
2,15,150000,124
1,4,65000,840
2,1,32000,36
1,12,120000,36
2,1,40000,826
1,9,95000,124
1,2,35000,124
2,14,140000,840
1,3,55000,826
2,6,80000,124
1,13,135000,156
2,2,45000,826
1,8,95000,36
2,1,32000,826
1,5,70000,124
2,12,120000,840
1,4,70000,156
2,7,85000,156
1,2,33000,826
2,15,150000,840
1,3,50000,156
2,1,32000,840
1,11,115000,840
2,1,40000,156
1,10,105000,840
1,2,35000,36
2,13,135000,840
1,4,65000,124
2,6,80000,124
1,14,140000,36
2,2,45000,36
1,8,95000,840
2,1,32000,36
1,5,70000,826
2,12,120000,124
1,4,70000,826
2,7,85000,36
1,2,33000,36
2,15,150000,36
1,3,50000,36
2,1,32000,124
1,11,115000,36
2,1,40000,124
1,10,105000,36
1,2,35000,124
2,13,135000,156
1,4,65000,840
2,6,80000,156
1,14,140000,156
2,2,45000,36
1,8,95000,826
2,1,32000,840
1,5,70000,36
2,12,120000,840
1,4,70000,826
2,7,85000,826
1,2,33000,124
2,15,150000,840
1,3,50000,826
2,1,32000,124
1,11,115000,156
2,1,40000,156
1,10,105000,156
1,2,35000,156
2,13,135000,826
1,4,65000,826
2,6,80000,36
1,14,140000,840
2,2,45000,826
1,8,95000,36
2,1,32000,826
1,5,70000,156
2,12,120000,156
1,4,70000,840
2,7,85000,840
1,2,33000,124
2,15,150000,840
1,3,50000,826
2,1,32000,826
1,11,115000,36
1,3,60000,156
2,9,100000,156
1,15,150000,124
2,4,55000,156
1,1,30000,156
2,5,70000,826
1,8,90000,826
2,2,40000,124
1,12,130000,36
2,6,75000,36
1,2,35000,156
2,10,110000,124
1,4,65000,124
1,18,180000,156
2,1,35000,36
2,11,120000,156
1,6,75000,840
2,1,30000,840
1,16,160000,840
1,3,60000,36
2,8,85000,156
1,5,70000,156
2,3,50000,36
1,13,140000,36
2,6,75000,826
1,2,35000,156
2,10,110000,826
1,4,65000,124
1,18,180000,124
2,1,35000,156
2,11,120000,156
1,6,75000,826
2,1,30000,840
1,16,160000,124
1,3,60000,156
2,8,85000,840
1,5,70000,826
2,3,50000,124
1,13,140000,156
2,6,75000,36
1,2,35000,36
2,10,110000,826
1,4,65000,36
1,18,180000,826
2,1,35000,36
2,11,120000,826
1,6,75000,156
2,1,30000,36
1,16,160000,36
1,3,60000,124
2,8,85000,156
1,5,70000,826
2,3,50000,156
1,13,140000,156
2,6,75000,124
1,2,35000,826
2,10,110000,826
1,4,65000,156
1,18,180000,124
2,1,35000,840
2,11,120000,36
1,6,75000,156
2,1,30000,36
1,16,160000,124
1,3,60000,36
2,8,85000,156
1,5,70000,156
2,3,50000,826
1,13,140000,36
2,6,75000,36
1,2,35000,36
2,10,110000,826
1,4,65000,840
1,18,180000,826
2,1,35000,36
2,11,120000,36
1,6,75000,36
2,1,30000,36
1,16,160000,124
1,3,60000,840
2,8,85000,124
1,5,70000,156
2,3,50000,36
1,13,140000,840
2,6,75000,156
1,2,35000,826
2,10,110000,156
1,4,65000,826
1,18,180000,156
2,1,35000,840
2,11,120000,124
1,6,75000,36
2,1,30000,36
1,16,160000,156
1,3,60000,36
2,8,85000,124
1,5,70000,840
2,3,50000,124
1,13,140000,840
2,6,75000,826
1,2,35000,36
2,10,110000,156
1,4,65000,156
1,18,180000,124
2,1,35000,826
2,11,120000,124
1,6,75000,840
2,1,30000,156
1,16,160000,36
1,3,60000,840
2,8,85000,36
1,5,70000,124
2,3,50000,826
1,13,140000,840
2,6,75000,36
1,2,35000,826
2,10,110000,36
1,4,65000,36
1,18,180000,124
2,1,35000,124
2,11,120000,156
1,6,75000,36
2,1,30000,826
1,16,160000,826
1,3,60000,36
1,3,60000,826
2,9,100000,826
1,15,150000,840
2,4,55000,124
1,1,30000,124
2,5,70000,156
1,8,90000,156
2,2,40000,124
1,12,130000,840
2,6,75000,840
1,2,35000,36
2,10,110000,156
1,4,65000,124
1,18,180000,826
2,1,35000,840
2,11,120000,840
1,6,75000,156
2,1,30000,840
1,16,160000,36
1,3,60000,124
2,8,85000,826
1,5,70000,840
2,3,50000,840
1,13,140000,826
2,6,75000,826
1,2,35000,156
2,10,110000,840
1,4,65000,124
1,18,180000,124
2,1,35000,36
2,11,120000,840
1,6,75000,156
2,1,30000,156
1,16,160000,36
1,3,60000,826
2,8,85000,840
1,5,70000,840
2,3,50000,826
1,13,140000,840
2,6,75000,840
1,2,35000,840
2,10,110000,840
1,4,65000,826
1,18,180000,124
2,1,35000,156
2,11,120000,840
1,6,75000,826
2,1,30000,156
1,16,160000,124
1,3,60000,156
2,8,85000,156
1,5,70000,826
2,3,50000,840
1,13,140000,826
2,6,75000,36
1,2,35000,840
2,10,110000,36
1,4,65000,124
1,18,180000,826
2,1,35000,36
2,11,120000,124
1,6,75000,156
2,1,30000,156
1,16,160000,124
1,3,60000,156
2,8,85000,124
1,5,70000,124
2,3,50000,156
1,13,140000,826
2,6,75000,124
1,2,35000,36
2,10,110000,840
1,4,65000,36
1,18,180000,36
2,1,35000,840
2,11,120000,124
1,6,75000,840
2,1,30000,36
1,16,160000,36
1,3,60000,124
2,8,85000,826
1,5,70000,36
2,3,50000,840
1,13,140000,36
2,6,75000,124
1,2,35000,124
2,10,110000,826
1,4,65000,826
1,18,180000,826
2,1,35000,36
2,11,120000,826
1,6,75000,840
2,1,30000,826
1,16,160000,826
1,3,60000,156
2,8,85000,156
1,5,70000,156
2,3,50000,124
1,13,140000,124
2,6,75000,36
1,2,35000,36
2,10,110000,124
1,4,65000,156
1,18,180000,826
2,1,35000,124
2,11,120000,156
1,6,75000,840
2,1,30000,840
1,16,160000,124
1,3,60000,826
2,8,85000,826
1,5,70000,826
2,3,50000,156
1,13,140000,124
2,6,75000,124
1,2,35000,826
2,10,110000,826
1,4,65000,124
1,18,180000,156
2,1,35000,36
2,11,120000,36
1,6,75000,124
2,1,30000,124
1,16,160000,36
1,3,60000,156
1,2,55000,124
2,7,90000,826
1,16,160000,36
2,4,60000,124
1,1,25000,840
2,5,70000,36
1,8,100000,36
2,3,45000,826
1,14,140000,36
2,6,75000,124
1,2,30000,840
2,11,120000,124
1,4,65000,124
1,19,190000,36
2,1,35000,156
2,12,130000,156
1,7,85000,36
2,1,25000,36
1,15,150000,156
1,3,60000,36
2,9,100000,840
1,6,75000,124
2,3,50000,36
1,14,140000,156
2,6,75000,124
1,2,30000,156
2,11,120000,826
1,4,65000,156
1,19,190000,36
2,1,35000,36
2,12,130000,156
1,7,85000,826
2,1,25000,36
1,15,150000,124
1,3,60000,156
2,9,100000,156
1,6,75000,840
2,3,50000,840
1,14,140000,124
2,6,75000,36
1,2,30000,840
2,11,120000,156
1,4,65000,156
1,19,190000,36
2,1,35000,36
2,12,130000,156
1,7,85000,124
2,1,25000,124
1,15,150000,156
1,3,60000,840
2,9,100000,826
1,6,75000,156
2,3,50000,124
1,14,140000,124
2,6,75000,840
1,2,30000,36
2,11,120000,840
1,4,65000,826
1,19,190000,124
2,1,35000,840
2,12,130000,826
1,7,85000,124
2,1,25000,826
1,15,150000,840
1,3,60000,156
2,9,100000,840
1,6,75000,36
2,3,50000,36
1,14,140000,840
2,6,75000,124
1,2,30000,36
2,11,120000,840
1,4,65000,826
1,19,190000,124
2,1,35000,124
2,12,130000,156
1,7,85000,840
2,1,25000,36
1,15,150000,840
1,3,60000,36
2,9,100000,124
1,6,75000,36
2,3,50000,840
1,14,140000,124
2,6,75000,826
1,2,30000,840
2,11,120000,156
1,4,65000,156
1,19,190000,826
2,1,35000,826
2,12,130000,840
1,7,85000,826
2,1,25000,840
1,15,150000,36
1,3,60000,156
2,9,100000,840
1,6,75000,156
2,3,50000,36
1,14,140000,36
2,6,75000,156
1,2,30000,826
2,11,120000,156
1,4,65000,156
1,19,190000,36
2,1,35000,36
2,12,130000,826
1,7,85000,840
2,1,25000,840
1,15,150000,36
1,3,60000,826
2,9,100000,156
1,6,75000,840
2,3,50000,36
1,14,140000,840
2,6,75000,156
1,2,30000,124
2,11,120000,840
1,4,65000,840
1,19,190000,36
2,1,35000,124
2,12,130000,156
1,7,85000,36
2,1,25000,840
1,15,150000,840
1,3,60000,156
1,5,80000,826
2,3,60000,826
1,12,130000,156
2,2,45000,156
1,1,25000,840
2,7,90000,840
1,18,170000,840
2,2,40000,124
1,15,150000,826
2,8,95000,36
1,1,25000,840
2,10,110000,124
1,4,70000,36
1,22,220000,826
2,2,35000,840
2,13,140000,156
1,9,110000,826
2,1,25000,156
1,16,160000,840
1,5,80000,826
2,11,120000,124
1,6,90000,826
2,2,45000,840
1,15,150000,826
2,8,95000,840
1,1,25000,826
2,10,110000,36
1,4,70000,826
1,22,220000,826
2,2,35000,840
2,13,140000,36
1,9,110000,156
2,1,25000,156
1,16,160000,826
1,5,80000,156
2,11,120000,156
1,6,90000,36
2,2,45000,840
1,15,150000,840
2,8,95000,124
1,1,25000,36
2,10,110000,36
1,4,70000,124
1,22,220000,156
2,2,35000,156
2,13,140000,840
1,9,110000,840
2,1,25000,36
1,16,160000,36
1,5,80000,156
2,11,120000,840
1,6,90000,840
2,2,45000,36
1,15,150000,36
2,8,95000,826
1,1,25000,124
2,10,110000,826
1,4,70000,156
1,22,220000,36
2,2,35000,36
2,13,140000,826
1,9,110000,36
2,1,25000,826
1,16,160000,826
1,5,80000,36
2,11,120000,156
1,6,90000,840
2,2,45000,840
1,15,150000,124
2,8,95000,156
1,1,25000,124
2,10,110000,840
1,4,70000,156
1,22,220000,124
2,2,35000,156
2,13,140000,840
1,9,110000,840
2,1,25000,840
1,16,160000,124
1,5,80000,36
2,11,120000,156
1,6,90000,156
2,2,45000,156
1,15,150000,840
2,8,95000,124
1,1,25000,840
2,10,110000,840
1,4,70000,840
1,22,220000,840
2,2,35000,124
2,13,140000,840
1,9,110000,826
2,1,25000,124
1,16,160000,156
1,5,80000,36
2,11,120000,156
1,6,90000,156
2,2,45000,36
1,15,150000,840
2,8,95000,826
1,1,25000,124
2,10,110000,840
1,4,70000,36
1,22,220000,36
2,2,35000,36
2,13,140000,826
1,9,110000,156
2,1,25000,124
1,16,160000,156
1,5,80000,156
2,11,120000,124
1,6,90000,156
2,2,45000,840
1,15,150000,124
2,8,95000,156
1,1,25000,36
2,10,110000,36
1,4,70000,124
1,22,220000,156
2,2,35000,36
2,13,140000,826
1,9,110000,826
2,1,25000,124
1,16,160000,36
1,5,80000,840
1,6,85000,124
2,4,62000,156
1,13,138000,156
2,2,47000,156
1,1,26000,36
2,8,95000,826
1,19,174000,124
2,2,41000,156
1,16,162000,36
2,9,99000,124
1,1,26000,124
2,11,117000,826
1,5,75000,36
1,23,225000,826
2,2,36000,826
2,14,146000,840
1,10,113000,36
2,1,26000,124
1,17,168000,840
1,6,85000,840
2,12,122000,36
1,7,96000,36
2,3,49000,36
1,16,162000,156
2,9,99000,826
1,1,26000,36
2,11,117000,840
1,5,75000,840
1,23,225000,840
2,2,36000,840
2,14,146000,36
1,10,113000,826
2,1,26000,36
1,17,168000,124
1,6,85000,840
2,12,122000,36
1,7,96000,840
2,3,49000,124
1,16,162000,124
2,9,99000,826
1,1,26000,124
2,11,117000,840
1,5,75000,36
1,23,225000,36
2,2,36000,826
2,14,146000,826
1,10,113000,840
2,1,26000,826
1,17,168000,840
1,6,85000,36
2,12,122000,826
1,7,96000,36
2,3,49000,156
1,16,162000,36
2,9,99000,36
1,1,26000,840
2,11,117000,36
1,5,75000,840
1,23,225000,36
2,2,36000,36
2,14,146000,36
1,10,113000,36
2,1,26000,156
1,17,168000,826
1,6,85000,840
2,12,122000,826
1,7,96000,826
2,3,49000,156
1,16,162000,124
2,9,99000,156
1,1,26000,826
2,11,117000,124
1,5,75000,156
1,23,225000,36
2,2,36000,36
2,14,146000,840
1,10,113000,156
2,1,26000,124
1,17,168000,124
1,6,85000,826
2,12,122000,826
1,7,96000,156
2,3,49000,124
1,16,162000,156
2,9,99000,826
1,1,26000,840
2,11,117000,124
1,5,75000,124
1,23,225000,826
2,2,36000,36
2,14,146000,124
1,10,113000,124
2,1,26000,826
1,17,168000,124
1,6,85000,826
2,12,122000,124
1,7,96000,156
2,3,49000,840
1,16,162000,840
2,9,99000,156
1,1,26000,124
2,11,117000,840
1,5,75000,826
1,23,225000,36
2,2,36000,826
2,14,146000,826
1,10,113000,124
2,1,26000,124
1,17,168000,840
1,6,85000,124
2,12,122000,36
1,7,96000,156
2,3,49000,36
1,16,162000,840
2,9,99000,840
1,1,26000,840
2,11,117000,840
1,5,75000,826
1,23,225000,826
2,2,36000,36
2,14,146000,840
1,10,113000,156
2,1,26000,840
1,17,168000,826
1,6,85000,36
2,8,95000,840
1,18,180000,826
2,2,41000,826
1,1,26000,840
2,5,68000,826
1,13,127000,826
2,2,47000,124
1,15,155000,124
2,8,92000,156
1,1,26000,36
2,12,125000,36
1,4,71000,826
1,24,240000,124
2,2,36000,124
2,15,152000,156
1,11,119000,36
2,1,26000,840
1,19,190000,36
1,6,85000,840
2,13,131000,826
1,8,101000,840
2,3,49000,826
1,18,182000,840
2,8,92000,156
1,1,26000,156
2,12,125000,156
1,4,71000,124
1,24,240000,826
2,2,36000,840
2,15,152000,36
1,11,119000,840
2,1,26000,156
1,19,190000,124
1,6,85000,826
2,13,131000,840
1,8,101000,840
2,3,49000,826
1,18,182000,840
2,8,92000,124
1,1,26000,124
2,12,125000,124
1,4,71000,36
1,24,240000,156
2,2,36000,840
2,15,152000,36
1,11,119000,840
2,1,26000,36
1,19,190000,156
1,6,85000,156
2,13,131000,156
1,8,101000,156
2,3,49000,826
1,18,182000,36
2,8,92000,840
1,1,26000,840
2,12,125000,826
1,4,71000,124
1,24,240000,156
2,2,36000,826
2,15,152000,826
1,11,119000,840
2,1,26000,826
1,19,190000,826
1,6,85000,826
2,13,131000,826
1,8,101000,840
2,3,49000,124
1,18,182000,826
2,8,92000,826
1,1,26000,36
2,12,125000,826
1,4,71000,840
1,24,240000,840
2,2,36000,156
2,15,152000,826
1,11,119000,840
2,1,26000,156
1,19,190000,840
1,6,85000,156
2,13,131000,124
1,8,101000,36
2,3,49000,36
1,18,182000,36
2,8,92000,124
1,1,26000,36
2,12,125000,156
1,4,71000,36
1,24,240000,124
2,2,36000,36
2,15,152000,36
1,11,119000,124
2,1,26000,826
1,19,190000,36
1,6,85000,124
2,13,131000,36
1,8,101000,840
2,3,49000,840
1,18,182000,156
2,8,92000,36
1,1,26000,124
2,12,125000,156
1,4,71000,840
1,24,240000,124
2,2,36000,124
2,15,152000,156
1,11,119000,156
2,1,26000,156
1,19,190000,840
1,6,85000,36
2,13,131000,826
1,8,101000,124
2,3,49000,826
1,18,182000,124
2,8,92000,36
1,1,26000,826
2,12,125000,156
1,4,71000,124
1,24,240000,124
2,2,36000,124
2,15,152000,826
1,11,119000,36
2,1,26000,156
1,19,190000,36
1,6,85000,826
2,13,131000,156
1,3,62000,124
2,16,137000,840
1,9,112000,826
2,2,45000,840
1,1,25000,840
2,7,91000,840
1,17,179000,826
2,5,74000,124
1,23,228000,124
2,2,37000,36
2,19,193000,826
1,11,119000,124
2,1,25000,124
1,20,204000,36
2,3,61000,826
1,15,157000,124
2,8,92000,36
1,1,52000,840
2,4,58000,840
1,22,219000,124
2,6,77000,124
1,8,104000,36
2,1,25000,124
1,20,204000,826
2,2,37000,840
2,18,183000,124
1,11,119000,36
2,1,25000,826
1,20,204000,826
2,3,61000,156
1,15,157000,36
2,8,92000,840
1,1,52000,36
2,4,58000,124
1,22,219000,826
2,6,77000,36
1,8,104000,840
2,1,25000,826
1,20,204000,840
2,2,37000,124
2,18,183000,36
1,11,119000,826
2,1,25000,124
1,20,204000,156
2,3,61000,840
1,15,157000,124
2,8,92000,156
1,1,52000,156
2,4,58000,840
1,22,219000,36
2,6,77000,826
1,8,104000,124
2,1,25000,124
1,20,204000,156
2,2,37000,124
2,18,183000,156
1,11,119000,156
2,1,25000,124
1,20,204000,124
2,3,61000,36
1,15,157000,826
2,8,92000,156
1,1,52000,156
2,4,58000,840
1,22,219000,826
2,6,77000,124
1,8,104000,124
2,1,25000,36
1,20,204000,156
2,2,37000,156
2,18,183000,826
1,11,119000,840
2,1,25000,826
1,20,204000,36
2,3,61000,156
1,15,157000,124
2,8,92000,840
1,1,52000,124
2,4,58000,156
1,22,219000,826
2,6,77000,36
1,8,104000,840
2,1,25000,826
1,20,204000,826
2,2,37000,36
2,18,183000,36
1,11,119000,124
2,1,25000,156
1,20,204000,124
2,3,61000,840
1,15,157000,156
2,8,92000,840
1,1,52000,36
2,4,58000,36
1,22,219000,826
2,6,77000,840
1,8,104000,156
2,1,25000,124
1,20,204000,840
2,2,37000,826
2,18,183000,124
1,11,119000,156
2,1,25000,826
1,20,204000,124
2,3,61000,36
1,15,157000,124
2,8,92000,826
1,1,52000,156
2,4,58000,826
1,22,219000,36
2,6,77000,826
1,8,104000,124
2,1,25000,124
1,20,204000,840
2,2,37000,36
2,18,183000,124
1,11,119000,840
2,1,25000,826
1,20,204000,124
2,3,61000,840
1,15,157000,36
2,8,92000,156
1,1,52000,826
2,4,58000,156
1,22,219000,840
2,6,77000,840
2,6,95000,124
1,2,45000,156
2,4,70000,36
1,10,110000,156
2,1,35000,124
1,5,60000,36
2,2,50000,124
1,12,120000,124
2,1,32000,156
1,4,65000,156
2,1,35000,124
1,14,130000,826
2,9,95000,156
1,2,43000,826
2,4,50000,156
1,3,60000,124
2,8,80000,826
1,2,48000,36
2,13,125000,840
1,7,85000,840
2,2,42000,826
1,4,70000,840
2,1,32000,156
1,6,80000,156
2,2,42000,124
1,7,90000,826
2,4,65000,826
1,1,40000,36
2,12,110000,826
1,10,105000,36
2,3,50000,36
1,8,95000,36
2,3,60000,36
1,2,40000,826
2,2,55000,156
1,5,70000,840
2,1,32000,124
1,7,90000,156
2,2,50000,826
1,10,110000,840
2,1,32000,36
1,6,80000,826
2,4,70000,826
1,2,45000,840
2,7,65000,156
1,2,50000,156
2,3,45000,36
1,9,95000,840
2,4,65000,36
1,2,38000,840
2,13,125000,826
1,8,90000,36
2,2,43000,156
1,5,60000,124
2,3,60000,156
1,10,110000,826
2,1,35000,826
1,6,95000,36
2,2,42000,840
1,11,100000,36
2,1,32000,826
1,4,65000,840
2,2,42000,840
1,14,130000,156
2,9,95000,156
1,2,43000,36
2,4,50000,36
1,3,60000,840
2,8,80000,124
1,2,48000,36
2,13,125000,840
1,7,85000,826
2,2,42000,156
1,4,70000,840
2,1,32000,36
1,6,80000,156
2,2,42000,124
1,7,90000,36
2,4,65000,156
1,1,40000,840
2,12,110000,826
1,10,105000,826
2,3,50000,124
1,8,95000,156
2,3,60000,36
1,2,40000,36
2,2,55000,156
1,5,70000,124
2,1,32000,124
1,7,90000,36
2,2,50000,36
1,10,110000,156
2,1,32000,156
1,6,80000,36
2,4,70000,36
1,2,45000,156
2,7,65000,840
1,2,50000,124
2,3,45000,124
1,9,95000,840
2,4,65000,124
1,2,38000,124
2,13,125000,840
1,8,90000,124
2,2,43000,156
1,5,60000,826
2,3,60000,840
1,10,110000,840
2,1,35000,826
1,6,95000,826
2,2,42000,36
1,11,100000,156
2,1,32000,156
1,4,65000,156
2,2,42000,124
1,14,130000,36
2,9,95000,36
1,2,43000,840
2,4,500,840
2,1,45000,840
1,8,120000,156
2,3,55000,840
1,5,70000,826
2,12,140000,156
1,1,30000,36
2,7,100000,124
1,2,50000,124
2,3,55000,156
1,10,130000,826
2,1,45000,36
1,8,120000,156
2,3,55000,124
1,5,70000,826
2,12,140000,156
1,1,30000,156
2,7,100000,36
1,2,50000,840
2,3,55000,124
1,10,130000,124
2,1,45000,826
1,8,120000,840
2,3,55000,124
1,5,70000,840
2,12,140000,36
1,1,30000,156
2,7,100000,840
1,2,50000,826
2,3,55000,840
1,10,130000,36
2,1,45000,826
1,8,120000,124
2,3,55000,156
1,5,70000,156
2,12,140000,36
1,1,30000,36
2,7,100000,156
1,2,50000,124
2,3,55000,156
1,10,130000,36
2,1,45000,840
1,8,120000,826
